id,A,B,C,D,E,F,G,H,I,J,K,L,Categoria
521,5,NA,4,4,4,4,2,4,5,4,3,4,4,Pública
522,3,1,6,1,1,6,6,6,6,6,6,6,6,Pública
523,3,2,4,2,3,3,3,5,4,2,4,4,4,Pública
526,5,5,2,5,5,5,5,5,4,3,4,5,5,Pública
534,3,3,3,3,3,4,3,3,3,4,3,4,2,Pública
536,5,6,4,4,4,6,4,NA,5,6,5,5,6,Pública
537,5,NA,5,4,4,6,4,5,5,5,5,6,4,Pública
538,6,6,6,6,5,6,6,6,6,6,6,6,6,Pública
544,5,1,5,3,NA,5,4,5,5,5,5,5,3,Pública
546,1,1,3,3,4,5,3,3,3,5,5,5,5,Pública
547,4,1,6,5,6,5,6,4,6,6,6,6,5,Pública
548,5,4,3,2,5,5,5,5,5,4,5,3,5,Pública
551,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
552,6,5,NA,5,6,6,5,6,6,5,5,6,6,Pública
553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
554,4,4,4,5,3,4,4,4,4,4,3,5,3,Pública
556,6,5,6,5,5,5,5,6,5,5,4,4,5,Pública
557,3,4,6,6,6,6,6,6,5,6,6,6,6,Pública
559,5,3,3,2,2,4,4,4,4,5,5,4,3,Pública
560,3,4,5,5,6,5,6,6,5,5,5,5,6,Pública
562,6,6,6,6,6,6,4,6,6,5,6,6,6,Pública
565,5,5,6,5,5,5,4,5,5,5,6,5,4,Pública
567,6,6,6,6,4,5,4,6,6,4,5,4,4,Pública
568,5,5,5,2,3,5,4,6,2,6,6,5,6,Pública
573,6,3,6,3,3,6,6,6,6,6,6,6,6,Pública
576,4,3,3,2,4,5,5,4,4,5,5,6,5,Pública
579,5,4,5,3,4,4,5,5,4,5,5,5,5,Pública
589,6,6,6,5,5,6,6,6,6,6,6,6,5,Pública
590,5,5,5,5,5,5,6,6,5,5,5,6,6,Pública
591,6,NA,4,6,6,6,5,6,5,6,5,5,5,Pública
592,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
593,6,6,6,5,NA,6,5,6,6,4,6,6,5,Pública
595,3,NA,5,3,4,5,3,4,3,5,4,3,4,Pública
603,6,1,4,1,3,5,6,5,5,6,6,5,6,Pública
604,3,6,6,3,5,6,6,6,5,4,6,6,6,Pública
605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
607,4,NA,3,NA,4,5,3,4,4,4,4,4,4,Pública
608,5,NA,4,4,5,4,4,4,4,5,4,4,4,Pública
609,3,3,2,3,4,2,2,1,4,2,2,3,1,Pública
612,6,6,6,3,6,6,2,4,3,2,2,3,6,Pública
613,6,5,6,2,5,6,4,4,5,5,4,3,4,Pública
614,5,3,6,5,6,6,6,6,6,6,6,6,6,Pública
615,4,6,4,2,NA,3,4,6,4,6,5,4,3,Pública
618,4,3,3,2,4,4,4,3,4,3,3,4,3,Pública
619,5,5,4,4,5,5,4,6,5,4,6,5,6,Pública
620,5,NA,4,3,2,5,4,5,5,5,4,5,4,Pública
621,6,2,4,1,2,6,6,6,3,6,6,5,6,Pública
622,5,4,5,5,4,5,5,6,5,6,5,6,6,Pública
623,6,6,3,1,6,6,6,6,3,6,6,6,6,Pública
627,5,5,5,5,5,5,6,5,5,6,6,5,5,Pública
629,5,5,5,5,5,5,5,5,5,6,6,5,5,Pública
630,6,6,3,1,6,6,5,4,5,5,6,5,6,Pública
631,6,5,4,4,6,6,3,6,5,6,6,6,6,Pública
632,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
633,2,1,NA,3,1,3,2,6,6,5,3,5,4,Pública
636,4,NA,5,3,4,6,5,4,5,5,5,5,6,Pública
637,2,NA,NA,5,5,5,NA,5,4,3,1,6,2,Pública
640,6,3,4,3,3,5,6,6,5,6,6,5,5,Pública
641,5,3,4,4,5,5,6,4,4,6,4,6,4,Pública
642,3,NA,6,2,3,4,4,6,5,5,5,5,4,Pública
643,5,NA,6,5,6,6,5,5,6,5,4,5,5,Pública
645,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
646,6,6,6,5,5,6,5,6,4,6,6,6,6,Pública
647,4,4,6,6,6,6,6,6,5,6,6,6,6,Pública
648,6,4,4,5,3,NA,6,6,6,6,4,4,6,Pública
649,1,1,6,1,6,6,3,6,4,6,6,6,6,Pública
650,6,NA,5,NA,NA,5,5,5,4,5,5,5,1,Pública
652,2,3,4,4,3,2,4,5,5,5,6,5,5,Pública
653,1,1,1,1,1,1,1,1,1,1,1,1,1,Pública
654,6,6,6,6,6,6,5,6,6,6,6,6,6,Pública
656,6,6,6,6,6,6,5,5,6,6,6,4,5,Pública
657,6,NA,NA,6,6,6,5,6,6,6,5,6,6,Pública
658,2,6,4,3,5,5,5,5,5,5,5,4,5,Pública
659,4,2,5,3,3,5,4,6,5,5,4,3,4,Pública
660,6,6,6,5,4,4,6,6,6,6,6,6,6,Pública
661,6,5,6,5,6,6,6,6,6,5,6,6,NA,Pública
666,4,4,4,3,4,4,4,4,4,4,4,4,4,Pública
667,5,1,6,6,5,6,6,6,5,6,6,6,6,Pública
668,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
670,5,4,5,4,5,5,5,6,6,3,6,6,5,Pública
671,4,1,6,6,4,6,5,6,5,6,6,6,5,Pública
675,5,5,4,5,4,5,NA,NA,4,6,4,NA,5,Pública
676,4,3,5,4,3,6,5,5,6,6,6,6,6,Pública
677,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
678,4,NA,4,4,NA,4,4,5,5,6,6,4,4,Pública
679,6,6,6,6,6,6,5,6,6,6,6,5,6,Pública
682,5,6,4,4,6,6,3,3,6,6,5,4,5,Pública
683,4,4,4,6,3,5,4,5,5,6,5,5,5,Pública
684,4,2,4,1,NA,4,1,5,1,4,4,5,5,Pública
685,4,4,5,3,4,5,5,6,5,6,6,6,5,Pública
686,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
687,4,1,5,3,4,4,4,4,5,5,4,4,4,Pública
688,5,3,4,NA,3,5,3,4,4,6,4,5,5,Pública
689,5,5,6,5,6,6,5,6,6,5,6,6,6,Pública
690,4,3,4,2,3,4,5,5,3,4,3,5,5,Pública
691,4,4,5,6,6,5,3,6,5,4,6,5,5,Pública
693,6,5,5,6,6,6,4,5,5,6,6,6,6,Pública
694,5,6,3,1,4,5,5,6,5,6,6,6,4,Pública
696,5,4,4,4,5,6,5,5,4,6,6,6,6,Pública
697,5,4,4,1,3,4,2,5,5,5,4,5,5,Pública
699,6,6,6,5,5,5,6,6,5,5,5,6,6,Pública
701,6,NA,6,NA,NA,6,5,6,3,6,6,6,6,Pública
703,5,1,2,3,5,4,2,5,4,3,4,3,4,Pública
704,5,NA,5,3,6,5,5,5,4,5,5,5,5,Pública
705,5,6,5,5,6,6,5,6,5,6,6,6,6,Pública
706,4,4,3,4,4,4,3,4,4,5,3,4,3,Pública
710,5,3,3,NA,5,6,6,5,4,5,6,5,4,Pública
711,4,5,6,5,5,5,2,6,4,6,6,6,6,Pública
712,6,5,5,5,6,6,6,6,5,5,6,4,6,Pública
713,4,4,6,2,5,6,6,6,3,6,6,6,5,Pública
714,5,NA,1,2,1,6,4,6,3,6,6,6,6,Pública
715,2,NA,4,1,3,5,4,4,5,6,5,3,4,Pública
717,5,NA,4,4,6,6,4,5,5,6,6,6,5,Pública
718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
720,5,5,5,5,5,5,5,5,5,3,5,6,6,Pública
721,2,NA,NA,1,2,2,4,4,2,4,4,4,4,Pública
722,5,NA,5,4,5,5,4,4,5,5,6,5,4,Pública
723,5,1,4,4,3,5,3,5,5,5,5,5,6,Pública
724,4,5,5,4,6,4,3,5,5,6,4,4,2,Pública
725,4,2,1,4,4,4,4,4,4,4,5,4,4,Pública
727,6,NA,6,6,6,6,6,6,6,5,5,5,6,Pública
729,5,5,4,4,5,5,4,6,3,5,5,6,5,Pública
730,3,3,1,1,2,3,3,4,3,6,3,6,3,Pública
738,1,3,2,1,2,4,3,5,2,5,6,5,4,Pública
742,5,4,5,3,4,6,4,5,5,5,4,3,6,Pública
744,5,4,5,4,6,6,5,5,6,6,6,6,6,Pública
745,6,6,6,1,3,4,6,5,4,6,6,6,5,Pública
749,6,6,6,6,6,6,4,5,6,6,6,6,4,Pública
750,6,NA,4,6,6,6,5,5,6,6,6,6,6,Pública
751,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
752,5,NA,4,4,5,5,4,NA,5,5,6,5,4,Pública
753,6,NA,6,NA,NA,NA,5,6,6,6,NA,6,NA,Pública
754,4,NA,6,4,6,6,5,5,5,5,6,5,5,Pública
755,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
756,5,NA,NA,2,5,6,NA,6,3,6,6,6,3,Pública
757,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
758,4,3,5,3,5,5,4,5,4,5,5,5,5,Pública
759,5,NA,6,2,2,5,4,5,3,6,6,3,4,Pública
760,5,NA,3,3,4,4,5,4,2,6,6,5,4,Pública
761,4,NA,6,3,6,6,3,6,3,6,6,6,5,Pública
762,6,6,5,4,6,6,5,6,5,6,6,6,5,Pública
763,5,5,4,4,4,4,3,4,3,2,3,4,4,Pública
764,3,2,NA,2,4,4,5,4,2,4,4,4,5,Pública
765,5,5,5,5,NA,6,4,6,4,6,6,5,5,Pública
766,1,1,3,1,6,6,5,4,3,6,4,6,4,Pública
767,5,NA,NA,NA,4,5,3,3,3,5,5,4,4,Pública
768,4,4,4,4,4,4,4,4,4,4,NA,4,4,Pública
769,NA,NA,4,3,NA,NA,6,NA,2,5,6,6,5,Pública
770,4,2,6,6,6,6,3,6,6,6,6,6,6,Pública
771,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
772,3,1,3,3,4,4,2,5,3,4,4,3,2,Pública
773,4,6,3,3,NA,6,3,6,2,6,4,6,4,Pública
774,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
775,5,5,6,4,4,5,5,6,5,6,5,6,6,Pública
776,4,6,5,3,4,6,5,6,4,6,6,6,6,Pública
777,6,6,4,2,4,5,5,5,6,6,5,5,5,Pública
778,4,4,5,3,5,6,5,5,5,6,6,6,4,Pública
779,6,NA,5,NA,5,6,5,6,3,5,5,5,5,Pública
780,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
781,4,5,3,4,5,5,5,4,4,6,6,4,4,Pública
782,5,5,6,3,4,5,5,5,6,6,5,5,5,Pública
783,5,5,4,2,5,5,6,5,4,6,4,5,5,Pública
784,2,1,3,1,3,3,4,4,2,5,4,6,4,Pública
785,5,3,4,3,5,5,5,5,5,6,6,5,6,Pública
786,5,4,4,3,3,4,3,5,4,5,3,4,4,Pública
787,4,NA,5,2,4,6,4,6,4,5,5,6,4,Pública
788,6,1,6,5,5,6,6,6,6,6,6,6,6,Pública
789,5,4,2,1,2,4,4,3,2,5,5,4,4,Pública
790,5,5,3,3,1,6,6,4,1,6,6,6,6,Pública
791,6,1,5,1,1,6,3,5,2,6,6,6,6,Pública
792,5,5,5,5,5,6,5,6,6,6,6,6,6,Pública
793,6,6,6,3,3,6,3,5,4,5,6,5,5,Pública
794,2,2,3,2,5,6,3,4,4,4,3,5,4,Pública
795,5,4,4,4,4,5,4,5,4,6,5,5,5,Pública
796,3,3,2,3,4,4,5,3,5,3,4,4,4,Pública
797,2,3,3,5,5,6,6,3,4,6,6,6,6,Pública
798,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
799,5,NA,5,3,4,6,6,5,5,6,5,6,6,Pública
800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
802,4,4,NA,3,4,4,4,4,3,4,4,4,4,Pública
803,4,4,4,2,5,5,2,5,3,4,4,5,4,Pública
804,5,5,5,1,3,6,6,6,3,6,6,6,6,Pública
805,4,4,5,4,5,5,4,4,4,5,5,4,3,Pública
806,3,NA,1,NA,4,6,4,3,1,6,6,3,6,Pública
807,NA,6,5,5,4,6,5,5,4,5,5,5,5,Pública
808,6,4,5,1,4,6,5,6,3,6,6,6,6,Pública
809,5,4,4,4,5,5,5,5,4,5,5,5,5,Pública
810,5,5,5,4,5,6,5,6,2,6,5,6,6,Pública
811,NA,NA,6,1,2,3,2,1,1,3,3,2,2,Pública
812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
813,3,5,6,2,6,5,6,4,2,5,3,1,5,Pública
814,5,NA,4,3,4,5,3,5,3,5,4,5,6,Pública
815,5,5,6,5,6,6,5,5,5,6,6,5,5,Pública
816,6,3,6,3,6,6,6,6,6,5,5,5,5,Pública
817,4,6,5,2,5,5,3,6,6,4,3,5,5,Pública
818,6,NA,5,3,4,6,4,3,4,6,6,6,5,Pública
819,5,5,4,5,6,6,5,5,3,6,5,5,6,Pública
820,6,6,5,1,3,6,5,5,5,6,6,5,6,Pública
821,5,NA,NA,4,3,6,3,3,5,5,5,5,3,Pública
822,5,6,6,6,6,6,6,6,4,4,6,6,5,Pública
823,6,5,6,4,6,6,5,6,4,5,6,6,5,Pública
824,4,NA,2,3,4,6,5,4,4,5,5,6,6,Pública
825,4,5,5,5,5,6,2,5,5,5,5,4,5,Pública
826,3,6,1,1,3,6,2,3,2,NA,2,3,4,Pública
827,6,4,3,NA,4,5,4,5,4,6,4,5,5,Pública
828,5,5,6,1,3,6,2,5,5,6,3,6,6,Pública
829,4,4,4,2,6,6,6,5,4,6,6,6,6,Pública
830,5,6,4,3,5,6,6,6,4,6,6,6,6,Pública
832,NA,NA,4,NA,NA,6,5,5,5,5,5,5,5,Pública
833,6,NA,NA,1,6,6,NA,6,NA,6,6,6,6,Pública
834,5,4,4,2,2,5,4,6,5,5,5,5,5,Pública
835,5,5,5,4,5,6,5,5,5,5,6,6,6,Pública
836,5,5,5,2,6,6,5,5,4,6,6,6,5,Pública
837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
838,3,4,3,2,4,5,4,4,4,3,4,3,4,Pública
840,5,4,4,5,4,4,2,4,3,5,NA,3,5,Pública
841,4,1,4,2,1,1,3,4,4,6,4,5,3,Pública
842,2,NA,NA,1,1,2,NA,2,2,4,3,3,2,Pública
843,5,NA,NA,5,6,6,5,6,6,6,4,5,5,Pública
844,5,6,6,4,5,6,5,6,5,6,6,6,6,Pública
845,3,2,4,2,2,2,3,3,2,6,4,5,5,Pública
846,4,4,4,4,5,5,5,5,3,5,5,5,5,Pública
847,5,4,2,2,4,4,2,4,3,4,3,4,2,Pública
848,3,NA,1,1,1,4,3,5,1,4,5,4,4,Pública
849,2,NA,3,1,6,6,3,3,1,6,6,6,4,Pública
850,5,NA,5,2,6,6,4,5,2,6,6,6,5,Pública
851,6,6,5,1,5,5,5,4,2,6,5,5,5,Pública
852,6,2,5,1,1,6,1,5,3,6,6,5,5,Pública
853,6,6,6,4,6,6,6,6,5,6,5,6,6,Pública
854,5,4,5,2,2,5,5,5,5,6,4,4,5,Pública
855,4,4,4,NA,1,6,1,3,4,5,5,6,6,Pública
856,2,3,4,1,3,3,4,5,4,4,3,4,2,Pública
857,5,NA,5,4,6,6,5,5,4,6,6,6,6,Pública
861,5,6,5,5,5,6,5,5,4,5,6,6,6,Pública
862,5,4,1,4,5,6,5,5,5,6,5,6,5,Pública
864,4,4,6,3,3,3,4,4,4,6,4,5,4,Pública
865,5,5,3,3,4,5,2,3,4,4,3,4,4,Pública
866,6,6,6,3,5,6,5,5,5,6,6,6,6,Pública
867,3,4,1,1,3,6,3,3,2,4,2,3,2,Pública
870,5,NA,4,5,5,6,5,5,4,5,5,5,5,Pública
871,5,4,4,4,4,5,4,5,4,5,4,4,5,Pública
878,4,4,1,3,5,4,4,5,3,6,6,5,5,Pública
882,NA,NA,3,NA,4,4,4,4,2,4,4,4,4,Pública
883,5,5,6,5,5,6,6,6,6,6,5,6,5,Pública
884,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
885,NA,NA,3,3,NA,5,5,3,3,5,6,5,4,Pública
886,6,1,5,4,3,5,6,3,5,6,6,5,6,Pública
887,5,4,5,3,6,6,6,6,5,6,6,5,5,Pública
888,NA,NA,2,3,5,5,4,4,2,3,4,6,6,Pública
889,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
890,6,6,6,5,6,6,6,6,6,NA,6,6,6,Pública
891,NA,NA,NA,1,NA,6,NA,6,6,1,NA,NA,NA,Pública
892,NA,NA,3,2,3,3,4,3,2,4,4,4,4,Pública
893,1,2,5,6,5,4,6,4,4,3,5,4,5,Pública
894,2,NA,3,1,2,5,5,5,3,5,6,5,5,Pública
895,NA,5,5,4,5,5,5,5,5,5,4,5,5,Pública
896,3,1,NA,4,6,6,6,6,4,6,6,6,6,Pública
897,NA,NA,5,6,5,6,4,6,4,6,6,6,6,Pública
898,3,3,4,3,3,6,6,5,4,5,6,6,6,Pública
899,NA,NA,6,NA,3,6,4,6,4,6,5,5,6,Pública
900,1,1,4,4,4,6,6,4,1,6,6,5,5,Pública
901,NA,NA,5,4,4,6,6,5,5,6,6,5,6,Pública
902,1,2,5,4,5,4,5,6,4,4,4,4,4,Pública
903,NA,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
904,4,4,6,5,5,5,5,5,5,5,4,5,5,Pública
905,6,6,5,6,6,6,6,6,5,6,5,6,6,Pública
906,3,4,6,6,5,5,5,6,4,5,4,6,6,Pública
907,6,5,5,5,5,6,5,6,5,6,5,6,5,Pública
908,NA,NA,2,3,3,5,5,6,5,5,6,4,3,Pública
909,5,3,NA,5,NA,5,4,5,3,4,5,4,5,Pública
910,NA,4,4,4,3,5,4,4,4,5,4,4,4,Pública
911,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
912,NA,NA,6,5,6,6,6,5,6,6,4,5,5,Pública
913,NA,1,5,3,1,4,5,4,4,4,5,5,5,Pública
914,NA,6,6,NA,6,6,6,6,NA,6,6,6,6,Pública
915,NA,3,4,3,4,5,6,4,4,5,5,6,6,Pública
916,NA,NA,1,NA,3,6,6,4,2,5,6,6,6,Pública
917,3,3,3,3,NA,3,3,3,3,5,5,3,3,Pública
918,NA,NA,5,5,3,6,3,5,5,6,4,4,5,Pública
919,1,1,2,2,2,3,3,4,3,5,4,4,4,Pública
920,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
921,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
922,6,NA,6,2,2,6,6,6,6,6,6,6,6,Pública
923,NA,6,6,NA,6,6,6,6,NA,6,6,6,6,Pública
924,1,1,4,2,2,4,5,6,6,5,4,5,6,Pública
925,3,5,6,1,5,5,6,6,6,6,6,6,6,Pública
926,5,NA,5,3,4,6,5,6,6,6,6,6,5,Pública
927,5,5,6,5,5,5,6,6,5,5,5,5,5,Pública
928,2,4,4,3,4,4,2,3,3,2,1,3,2,Pública
929,6,6,6,6,1,6,6,6,6,6,6,6,6,Pública
930,1,2,4,4,5,3,5,2,4,3,4,6,4,Pública
931,5,NA,5,5,5,5,5,5,5,NA,5,4,5,Pública
932,3,NA,3,3,3,3,4,5,3,5,5,4,4,Pública
933,3,1,2,4,5,4,4,5,5,6,5,5,5,Pública
934,6,4,6,6,6,6,6,6,6,6,6,6,6,Pública
935,6,6,6,5,6,6,6,6,5,6,6,6,6,Pública
936,6,3,6,5,5,5,5,6,6,6,6,6,6,Pública
937,NA,NA,4,NA,5,5,5,4,6,6,4,5,4,Pública
938,1,1,3,3,5,6,5,6,4,6,6,5,5,Pública
939,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
940,6,NA,NA,4,4,6,6,5,5,6,6,6,6,Pública
941,6,6,5,4,4,6,6,6,6,6,6,6,6,Pública
942,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
943,NA,5,4,4,4,5,4,5,4,5,4,5,5,Pública
944,6,5,6,6,6,6,6,6,6,6,6,6,6,Pública
945,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
946,4,4,6,5,6,4,6,6,6,6,6,6,6,Pública
947,4,5,5,3,4,6,5,5,5,6,6,6,6,Pública
948,1,5,6,6,3,3,6,3,5,6,6,4,6,Pública
949,5,5,5,5,6,6,5,5,5,6,6,4,6,Pública
950,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
951,5,3,5,6,5,5,6,4,6,6,5,6,6,Pública
952,6,6,6,3,6,6,5,6,6,6,6,5,5,Pública
953,3,3,6,4,6,6,6,6,6,6,5,6,6,Pública
954,5,5,5,6,6,6,6,6,6,5,6,6,6,Pública
955,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
956,NA,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
957,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
958,6,1,6,6,6,6,6,6,6,6,6,6,6,Pública
959,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
960,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
962,NA,NA,4,NA,5,4,3,5,4,5,4,4,5,Pública
963,NA,3,6,4,6,6,6,4,6,6,6,6,6,Pública
964,NA,NA,6,NA,6,6,6,6,6,6,6,6,6,Pública
965,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
966,3,NA,3,NA,NA,NA,3,4,3,4,3,3,4,Pública
967,5,4,6,4,NA,5,6,6,5,6,6,6,6,Pública
968,1,3,6,6,6,6,6,6,6,6,6,6,6,Pública
970,1,NA,4,5,5,6,6,6,3,5,5,6,6,Pública
971,NA,NA,NA,3,6,6,4,6,3,6,5,5,6,Pública
973,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
974,1,1,3,1,1,6,6,6,5,6,6,5,6,Pública
975,4,NA,6,1,6,6,6,6,5,6,6,6,6,Pública
976,5,NA,5,3,3,6,6,6,5,6,5,5,5,Pública
977,4,1,4,2,6,6,6,6,3,6,6,6,6,Pública
978,4,1,6,1,5,4,4,6,3,5,4,3,5,Pública
979,2,NA,5,3,5,5,5,5,5,5,5,6,5,Pública
980,4,3,6,6,5,5,4,4,6,4,5,5,5,Pública
981,4,5,5,5,5,6,6,6,6,6,5,6,6,Pública
982,NA,NA,6,4,5,5,6,6,4,6,6,6,6,Pública
983,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
984,4,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
985,6,6,6,6,5,6,6,6,6,6,5,6,6,Pública
986,6,6,6,4,5,6,6,5,6,6,5,5,6,Pública
987,4,NA,5,3,5,6,6,4,6,4,5,6,4,Pública
988,6,NA,6,4,4,6,6,6,6,6,6,6,6,Pública
989,1,1,5,1,3,6,6,4,5,6,6,6,6,Pública
990,6,1,6,6,6,6,6,6,6,6,6,6,6,Pública
991,5,5,5,5,6,6,6,6,5,6,6,6,6,Pública
992,4,4,5,6,4,5,4,4,5,4,5,4,5,Pública
993,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
994,4,4,5,4,5,5,5,5,6,6,6,5,6,Pública
995,2,1,3,1,NA,4,5,4,4,5,4,4,5,Pública
996,6,1,6,4,6,6,4,5,1,4,3,4,5,Pública
999,4,3,4,4,4,4,3,4,4,5,5,4,5,Pública
1010,2,1,4,1,5,5,5,5,2,3,5,5,6,Pública
1011,NA,NA,1,NA,1,4,4,4,NA,5,6,6,4,Pública
1012,5,5,4,5,5,5,5,5,4,3,4,5,5,Pública
1013,4,4,3,1,4,6,6,6,1,6,6,6,6,Pública
1014,6,6,6,NA,6,6,5,6,4,6,6,6,6,Pública
1015,1,2,NA,1,4,6,4,6,1,6,4,5,6,Pública
1018,3,NA,6,4,6,5,6,6,2,5,5,5,5,Pública
1021,3,1,4,1,6,5,5,5,1,6,6,5,6,Pública
1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
1025,4,4,4,2,4,6,6,6,4,6,6,6,6,Pública
1030,5,5,5,5,5,6,6,5,5,4,5,5,5,Pública
1031,3,4,5,2,5,5,2,4,3,5,4,4,4,Pública
1032,3,4,4,1,3,5,3,6,2,6,5,6,6,Pública
1033,4,4,2,1,4,6,5,5,4,6,6,5,5,Pública
1034,3,NA,5,1,5,6,5,6,1,6,6,6,6,Pública
1036,2,NA,5,1,3,3,2,4,1,6,3,5,6,Pública
1041,5,6,3,3,6,6,5,6,2,4,6,5,6,Pública
1043,3,3,4,3,4,5,5,4,3,5,6,4,4,Pública
1044,5,NA,6,2,6,5,4,5,5,4,6,5,5,Pública
1049,5,4,5,2,4,5,6,6,4,5,6,5,6,Pública
1058,5,6,5,3,5,6,4,6,5,6,6,NA,6,Pública
1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
1060,5,5,5,5,6,6,5,6,5,6,6,6,5,Pública
1061,6,5,5,2,4,4,4,5,2,4,6,5,5,Pública
1062,3,NA,4,2,6,6,4,6,3,6,5,5,5,Pública
1063,6,6,6,6,NA,6,6,6,6,6,4,4,6,Pública
1065,3,3,2,3,5,6,4,6,1,6,6,5,4,Pública
1066,4,2,4,1,6,6,5,6,3,6,6,6,5,Pública
1067,4,4,2,1,2,4,5,4,1,6,2,5,2,Pública
1068,6,5,4,6,5,4,6,6,4,6,6,6,6,Pública
1070,2,1,3,1,4,5,4,5,2,6,5,5,5,Pública
1071,2,4,4,1,2,6,2,5,1,5,5,5,3,Pública
1072,6,6,2,1,6,5,5,5,2,5,5,5,5,Pública
1073,2,2,1,1,4,6,6,6,1,6,6,5,5,Pública
1076,4,2,4,2,4,4,4,5,3,5,5,5,3,Pública
1078,4,NA,5,2,5,5,4,6,4,5,6,5,4,Pública
1080,5,2,4,5,4,5,5,6,3,5,6,4,5,Pública
1081,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
1082,3,NA,1,NA,4,6,6,5,NA,6,6,6,6,Pública
1083,5,NA,4,3,5,4,5,5,2,5,5,5,5,Pública
1084,2,1,3,1,5,6,3,5,1,4,5,6,6,Pública
1085,6,NA,6,4,6,6,6,6,6,6,6,6,6,Pública
1086,6,4,6,3,6,6,5,6,5,5,6,6,6,Pública
1087,5,NA,6,5,6,6,6,6,3,6,6,6,6,Pública
1088,4,2,3,2,5,5,4,4,2,6,6,4,5,Pública
1089,1,1,3,3,6,6,3,6,1,6,6,6,6,Pública
1091,3,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
1092,1,1,NA,NA,2,1,5,5,3,5,6,6,6,Pública
1093,1,1,1,NA,1,5,6,4,1,6,6,5,4,Pública
1095,5,6,6,1,6,6,6,6,1,6,6,6,6,Pública
1096,4,4,6,3,6,6,6,6,2,6,6,6,6,Pública
1097,6,6,6,6,6,6,6,6,6,NA,NA,6,6,Pública
1098,2,4,5,1,6,6,4,6,1,6,6,6,6,Pública
1099,3,3,6,1,5,5,4,5,5,6,6,5,6,Pública
1100,3,NA,5,1,4,6,5,6,4,6,5,6,6,Pública
1101,4,4,5,NA,5,6,4,6,4,6,6,6,6,Pública
1102,1,3,4,3,5,5,5,5,1,6,6,6,6,Pública
1103,1,1,5,3,5,5,1,5,1,5,6,4,5,Pública
1104,2,6,6,1,5,5,6,6,2,6,6,6,6,Pública
1105,2,1,5,6,6,6,5,5,3,6,6,4,5,Pública
1106,1,1,4,4,1,5,1,4,1,4,4,4,3,Pública
1107,3,5,5,2,4,6,5,6,1,6,6,6,5,Pública
1108,4,3,6,1,6,6,5,6,1,4,5,5,5,Pública
1109,4,6,6,3,6,6,6,6,2,6,6,6,5,Pública
1111,3,1,6,1,6,6,6,6,1,6,6,6,6,Pública
1114,1,2,5,1,6,6,5,6,1,6,6,5,5,Pública
1115,4,4,NA,2,4,5,5,5,1,5,5,5,6,Pública
1116,1,6,4,4,6,6,6,6,3,6,6,6,5,Pública
