id,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,CO_RS_I9,Categoria
2829,64.5,76.2,75,78,87,75,90,69,65,70,60.6,D,Pública
2830,57.3,53.6,50,59,46,50,45,72,60,75,58.5,E,Pública
2832,32.6,36.7,37.5,35.5,45,65,40,26,50,20,31.2,A,Pública
2833,56.6,52.5,87.5,0,0,0,0,0,0,0,58,D,Pública
2834,60.6,78.4,75,83.5,73,85,70,94,70,100,54.6,D,Pública
2835,64.2,87.8,100,69.5,75,75,75,64,40,70,56.3,D,Pública
2836,59.2,71.6,75,66.5,80,80,80,53,85,45,55,C,Pública
2837,34.9,35.1,12.5,69,67,75,65,71,55,75,34.8,D,Pública
2839,43.8,47.1,37.5,61.5,53,45,55,70,50,75,42.7,C,Pública
2840,39,66.6,75,54,54,70,50,54,70,50,29.8,C,Pública
2841,74.7,33.5,12.5,65,57,65,55,73,65,75,88.4,E,Pública
2842,41.4,15,25,0,0,0,0,0,0,0,50.2,C,Pública
2844,46.9,55.6,50,64,79,75,80,49,65,45,44,C,Pública
2845,56.4,73.2,75,70.5,90,90,90,51,75,45,50.8,C,Pública
2846,37.8,63.2,75,45.5,47,75,40,44,40,45,29.3,B,Pública
2847,50.5,85.5,87.5,82.5,74,50,80,91,55,100,38.8,B,Pública
2848,67.6,75.3,87.5,57,79,75,80,35,75,25,65,E,Pública
2849,59.1,64.6,75,49,50,50,50,48,60,45,57.3,D,Pública
2850,36.3,64.1,62.5,66.5,55,55,55,78,90,75,27,C,Pública
2851,53.9,45.5,37.5,57.5,40,80,30,75,75,75,56.7,C,Pública
2852,45.9,40.9,37.5,46,0,0,0,92,60,100,47.5,D,Pública
2853,69.1,84.2,100,60.5,51,75,45,70,50,75,64,C,Pública
2854,62.8,22.5,37.5,0,0,0,0,0,0,0,76.2,B,Pública
2855,36.5,51.4,50,53.5,79,75,80,28,60,20,31.5,C,Pública
2856,59.9,52.2,50,55.5,62,50,65,49,65,45,62.5,D,Pública
2857,41.9,61.3,87.5,22,44,60,40,0,0,0,35.4,C,Pública
2858,41.4,22.5,37.5,0,0,0,0,0,0,0,47.7,D,Pública
2860,61.7,82.7,87.5,75.5,78,70,80,73,65,75,54.7,C,Pública
2861,34.9,48.6,50,46.5,42,50,40,51,55,50,30.3,E,Pública
2862,62.3,53.7,37.5,78,87,75,90,69,65,70,65.1,E,Pública
2864,45.9,64.3,62.5,67,59,75,55,75,75,75,39.8,C,Pública
2865,43.8,70.8,75,64.5,58,70,55,71,75,70,34.8,C,Pública
2866,67.7,52.5,62.5,37.5,60,80,55,15,75,0,72.7,D,Pública
2867,68.1,80.2,75,88,81,85,80,95,75,100,64,C,Pública
2869,53.6,22.2,25,18,36,60,30,0,0,0,64.1,C,Pública
2870,51.1,43.4,25,71,67,55,70,75,75,75,53.7,C,Pública
2871,78.1,74.4,75,73.5,76,60,80,71,55,75,79.3,D,Pública
2872,34.7,57.8,50,69.5,45,65,40,94,70,100,27,C,Pública
2873,67,76,75,77.5,80,80,80,75,75,75,64,E,Pública
2874,43.9,37.5,37.5,37.5,65,65,65,10,50,0,46,C,Pública
2875,49.1,48,50,45,0,0,0,90,50,100,49.5,*,Pública
2876,42.8,66.6,75,54,40,80,30,68,60,70,34.8,D,Pública
2877,71.2,83.6,75,96.5,98,90,100,95,75,100,67,D,Pública
2878,18.8,52.1,37.5,74,73,65,75,75,75,75,7.7,B,Pública
2879,48.5,38.6,25,59,47,75,40,71,75,70,51.8,C,Pública
2880,31.7,22.5,37.5,0,0,0,0,0,0,0,34.8,B,Pública
2881,48.7,46.9,62.5,23.5,0,0,0,47,55,45,49.3,C,Pública
2882,60.1,57.8,50,69.5,62,70,60,77,85,75,60.8,C,Pública
2883,49.5,59,50,72.5,68,80,65,77,85,75,46.3,B,Pública
2884,23.1,32.3,37.5,24.5,34,50,30,15,75,0,20,D,Pública
2885,63.7,77.5,87.5,62.5,55,55,55,70,70,70,59.1,D,Pública
2886,44.4,37.5,62.5,0,0,0,0,0,0,0,46.7,C,Pública
2887,63.2,84.1,87.5,79,63,75,60,95,75,100,56.2,D,Pública
2888,58.7,74.4,75,73.5,73,65,75,74,70,75,53.5,D,Pública
2889,48.9,73.1,62.5,89,85,65,90,93,65,100,40.8,E,Pública
2890,36.9,38.1,37.5,39,51,75,45,27,55,20,36.5,D,Pública
2891,60.2,86.7,87.5,85.5,78,90,75,93,65,100,51.3,E,Pública
2892,49.4,94.8,100,87,96,80,100,78,90,75,34.3,D,Pública
2893,69.1,82.7,87.5,75.5,79,75,80,72,80,70,64.6,D,Pública
2894,62.2,72.5,62.5,87.5,84,60,90,91,55,100,58.7,D,Pública
2895,41.5,54.2,50,60.5,71,75,70,50,70,45,37.2,C,Pública
2896,36.4,60.2,50,75.5,58,70,55,93,65,100,28.5,D,Pública
2897,40.7,59.7,62.5,55.5,44,60,40,67,55,70,34.4,C,Pública
2898,43.2,50.5,37.5,70,69,65,70,71,55,75,40.8,C,Pública
2899,41.3,38.6,25,59,47,75,40,71,55,75,42.2,D,Pública
2900,57.3,74.6,75,74,75,75,75,73,65,75,51.5,.,Pública
2901,46,46.1,37.5,59,45,65,40,73,65,75,46,D,Pública
2902,41.6,53.1,37.5,76.5,77,65,80,76,80,75,37.7,D,Pública
2903,42.1,66.8,75,54.5,39,35,40,70,50,75,33.9,D,Pública
2904,38.8,74.6,75,74,72,60,75,76,80,75,26.8,D,Pública
2905,43.9,65.3,62.5,69.5,68,80,65,71,75,70,36.7,C,Pública
2906,30.7,30,50,0,0,0,0,0,0,0,30.9,C,Pública
2907,38.3,58.8,50,72,73,65,75,71,55,75,31.4,D,Pública
2908,52,73,75,70,64,80,60,76,80,75,45,D,Pública
2909,39.8,47.6,25,81.5,70,70,70,93,65,100,37.2,E,Pública
2910,56.9,62.6,50,81.5,67,75,65,96,80,100,55,.,Pública
2911,52,74,75,72.5,78,70,80,67,55,70,44.7,D,Pública
2912,30.4,66.1,62.5,71.5,70,70,70,73,65,75,18.5,B,Pública
2913,51.8,55.5,37.5,82.5,70,90,65,95,75,100,50.6,C,Pública
2914,36.8,58.7,62.5,53,80,80,80,26,50,20,29.5,B,Pública
2915,36.5,58.4,50,71,69,65,70,73,65,75,29.2,C,Pública
2916,45.9,67.5,62.5,75,79,75,80,71,75,70,38.7,E,Pública
2917,46.8,55.6,50,64,60,80,55,68,40,75,43.9,E,Pública
2918,34.1,72.3,62.5,87,86,70,90,88,40,100,21.3,D,Pública
2919,40.7,51.1,37.5,71.5,74,50,80,69,65,70,37.2,D,Pública
2920,45.2,70.2,75,63,53,65,50,73,65,75,36.9,D,Pública
2921,49.2,64.9,62.5,68.5,62,70,60,75,75,75,43.9,B,Pública
2922,43.8,76.6,75,79,85,65,90,73,65,75,32.9,D,Pública
2923,42,69.4,75,61,65,65,65,57,85,50,32.8,D,Pública
2924,36.4,59.6,50,74,55,75,50,93,65,100,28.7,D,Pública
2925,31.1,54.4,50,61,50,50,50,72,60,75,23.3,C,Pública
2926,45.5,72.9,62.5,88.5,86,70,90,91,55,100,36.4,D,Pública
2927,35.2,42.8,25,69.5,70,50,75,69,65,70,32.7,D,Pública
2928,46.6,64.4,50,86,79,75,80,93,65,100,40.7,D,Pública
2929,46.9,54.8,50,62,53,85,45,71,55,75,44.3,D,Pública
2930,44.1,67.9,62.5,76,79,75,80,73,65,75,36.2,D,Pública
2931,41.4,46.2,25,78,84,60,90,72,60,75,39.8,B,Pública
2932,32.7,61.2,50,78,86,70,90,70,50,75,23.2,D,Pública
2933,34.8,66.9,62.5,73.5,52,60,50,95,75,100,24.1,E,Pública
2934,48.4,78.6,75,84,98,90,100,70,70,70,38.3,E,Pública
2935,54.4,77.6,75,81.5,68,80,65,95,75,100,46.7,C,Pública
2936,36.5,55.2,50,63,56,80,50,70,50,75,30.2,D,Pública
2937,38.3,57.4,50,68.5,66,70,65,71,55,75,31.9,D,Pública
2938,44.7,67.9,62.5,76,57,65,55,95,75,100,36.9,C,Pública
2939,47.5,64.1,87.5,29,45,65,40,13,65,0,42,D,Pública
2940,57.4,66.8,75,54.5,63,75,60,46,50,45,54.2,C,Pública
2941,35.7,58,50,70,71,75,70,69,65,70,28.3,B,Pública
2942,29.5,22.5,37.5,0,0,0,0,0,0,0,31.8,B,Pública
2943,44,39.7,62.5,5.5,5,25,0,6,30,0,45.4,B,Pública
2944,61.4,80.1,87.5,69,63,75,60,75,75,75,55.1,.,Pública
2945,59.9,75.2,75,75.5,75,75,75,76,80,75,54.8,C,Pública
2946,55,77.8,75,82,71,75,70,93,65,100,47.4,D,Pública
2947,47.9,24.9,12.5,43.5,35,55,30,52,60,50,55.5,C,Pública
2948,36.3,41.2,25,65.5,65,65,65,66,50,70,34.6,C,Pública
2949,62.5,52,50,55,57,65,55,53,65,50,66,D,Pública
2950,52.4,48.1,62.5,26.5,53,65,50,0,0,0,53.8,B,Pública
2951,37.5,22.5,37.5,0,0,0,0,0,0,0,42.5,A,Pública
2952,61.3,53,50,57.5,48,40,50,67,55,70,64.1,C,Pública
2953,71,56,50,65,63,75,60,67,55,70,76,C,Pública
2954,49.6,53.9,37.5,78.5,84,60,90,73,65,75,48.2,C,Pública
2955,39.2,66.6,75,54,53,65,50,55,75,50,30.1,C,Pública
2956,68.4,82.9,87.5,76,58,70,55,94,70,100,63.6,D,Pública
2957,43,57.5,37.5,87.5,85,65,90,90,50,100,38.2,B,Pública
2958,77,76.2,75,78,66,70,65,90,50,100,77.3,D,Pública
2959,69,76,75,77.5,62,70,60,93,65,100,66.6,B,Pública
2960,80.8,82.8,100,57,63,75,60,51,75,45,80.1,D,Pública
2961,37.2,40.4,25,63.5,64,80,60,63,35,70,36.1,B,Pública
2962,60.6,71.8,75,67,61,65,60,73,65,75,56.8,D,Pública
2963,49,51.3,37.5,72,72,60,75,72,80,70,48.2,D,Pública
2964,46.3,57.2,50,68,64,40,70,72,60,75,42.7,C,Pública
2965,55,54.1,62.5,41.5,30,50,25,53,65,50,55.3,.,Pública
2966,43.1,45,75,0,0,0,0,0,0,0,42.5,B,Pública
2967,59.3,66.8,75,54.5,54,70,50,55,75,50,56.8,B,Pública
2968,70.7,85,100,62.5,79,75,80,46,50,45,65.9,B,Pública
2969,42.3,52.5,37.5,75,77,65,80,73,65,75,38.9,B,Pública
2970,48.6,45.3,37.5,57,64,60,65,50,50,50,49.7,.,Pública
2971,57.8,73.2,75,70.5,66,70,65,75,75,75,52.7,C,Pública
2972,46.1,60.2,50,75.5,77,65,80,74,70,75,41.4,C,Pública
2973,43.8,19.7,12.5,30.5,55,75,50,6,30,0,51.8,C,Pública
2974,59.3,56.1,37.5,84,73,65,75,95,75,100,60.4,C,Pública
2975,54.3,71.5,62.5,85,75,75,75,95,75,100,48.5,D,Pública
2976,51.1,60.2,50,75.5,79,75,80,72,60,75,48,C,Pública
2977,50.7,65.6,50,89,80,80,80,98,90,100,45.7,D,Pública
2978,55.9,73.1,87.5,51.5,53,65,50,50,70,45,50.2,B,Pública
2979,45.1,56.2,75,28,56,80,50,0,0,0,41.4,.,Pública
2980,50.3,71.6,75,66.5,80,80,80,53,65,50,43.2,C,Pública
2981,49.6,58.3,62.5,52,48,80,40,56,80,50,46.7,C,Pública
2982,41.7,49.9,37.5,68.5,71,75,70,66,50,70,38.9,D,Pública
2983,37.4,22.5,37.5,0,0,0,0,0,0,0,42.4,D,Pública
2984,41.8,50.9,37.5,71,67,75,65,75,75,75,38.7,D,Pública
2985,74.6,87.6,100,69,71,55,75,67,55,70,70.2,D,Pública
2986,56.3,50.1,37.5,69,71,75,70,67,55,70,58.3,D,Pública
2987,42.3,60.2,50,75.5,80,80,80,71,75,70,36.3,B,Pública
2988,52.1,45,75,0,0,0,0,0,0,0,54.5,D,Pública
2989,37.5,47.6,50,44,88,80,90,0,0,0,34.1,.,Pública
2991,73.3,70.5,87.5,45,39,75,30,51,75,45,74.2,C,Pública
2992,51.7,54.4,50,61,71,75,70,51,55,50,50.8,B,Pública
2993,73.5,83.3,87.5,77,63,55,65,91,55,100,70.2,B,Pública
2994,53.1,77,75,80,85,65,90,75,75,75,45.1,C,Pública
2995,50.4,52.5,37.5,75,75,75,75,75,75,75,49.7,C,Pública
2996,42.4,30.3,12.5,57,48,40,50,66,50,70,46.4,B,Pública
2997,66.8,69.9,87.5,43.5,57,65,55,30,50,25,65.7,B,Pública
2998,49.9,76.7,87.5,60.5,53,65,50,68,60,70,41,B,Pública
2999,58,69.3,62.5,79.5,66,70,65,93,65,100,54.2,D,Pública
3000,58.8,78.1,87.5,64,79,75,80,49,65,45,52.3,D,Pública
3001,79,65.9,62.5,71,74,50,80,68,60,70,83.4,D,Pública
3002,43.8,43,50,32.5,65,65,65,0,0,0,44,C,Pública
3004,88.6,97,100,92.5,92,100,90,93,65,100,85.8,D,Pública
3005,59.1,48.6,50,46.5,22,50,15,71,55,75,62.6,D,Pública
3006,47.4,59.5,62.5,55,39,75,30,71,75,70,43.4,D,Pública
3007,63.1,59.9,62.5,56,67,35,75,45,25,50,64.1,C,Pública
3008,76.8,62.3,62.5,62,34,50,30,90,50,100,81.6,C,Pública
3009,51,49.8,25,87,79,75,80,95,75,100,51.4,E,Pública
3010,39.8,30,50,0,0,0,0,0,0,0,43.1,B,Pública
3011,30.5,55.2,50,63,75,75,75,51,55,50,22.2,C,Pública
3012,45.5,54.6,50,61.5,70,50,75,53,65,50,42.5,C,Pública
3013,33.8,15,25,0,0,0,0,0,0,0,40.1,E,Pública
3014,16.6,33.2,25,45.5,56,60,55,35,75,25,11.1,.,Pública
3015,42.1,51,50,52.5,58,70,55,47,55,45,39.1,C,Pública
3016,69.1,37.5,62.5,0,0,0,0,0,0,0,79.6,D,Pública
3017,54.6,42.7,37.5,50.5,51,55,50,50,50,50,58.5,D,Pública
3018,59.3,70.8,75,64.5,78,90,75,51,75,45,55.4,D,Pública
3019,58.5,66.3,62.5,72,69,65,70,75,75,75,55.9,D,Pública
3020,66.8,77,75,80,87,75,90,73,65,75,63.4,D,Pública
3021,46.7,44.6,50,36.5,0,0,0,73,65,75,47.4,C,Pública
3022,47.1,31.9,12.5,61,54,50,55,68,60,70,52.1,E,Pública
3023,54.8,57,50,67.5,65,65,65,70,50,75,54,D,Pública
3024,30.4,45,25,75,77,65,80,73,65,75,25.5,E,Pública
3025,50.1,53.5,37.5,77.5,79,75,80,76,80,75,48.9,E,Pública
3026,44.3,45,75,0,0,0,0,0,0,0,44,D,Pública
3027,64.7,60.8,50,77,79,75,80,75,75,75,66,C,Pública
3028,41.3,51.3,37.5,72,69,65,70,75,75,75,37.9,E,Pública
3029,21.4,21.8,25,17,34,50,30,0,0,0,21.3,B,Pública
3031,47.8,77,75,80,91,55,100,69,65,70,38,C,Pública
3032,62.9,86.3,87.5,84.5,98,90,100,71,75,70,55.1,C,Pública
3033,39.1,59.6,50,74,93,65,100,55,75,50,32.3,C,Pública
3035,48.1,70.4,75,63.5,56,60,55,71,55,75,40.7,C,Pública
3036,73.4,66.1,62.5,71.5,73,65,75,70,70,70,75.8,C,Pública
3037,59.2,64,50,85,75,75,75,95,75,100,57.6,D,Pública
3038,30,51.7,37.5,73,92,60,100,54,90,45,22.8,C,Pública
3039,53,51,50,52.5,50,70,45,55,75,50,53.6,B,Pública
3041,46.9,73.1,62.5,89,80,80,80,98,90,100,38.2,B,Pública
3042,35.3,45.3,37.5,57,62,70,60,52,60,50,31.9,D,Pública
3043,48.9,60,50,75,79,75,80,71,75,70,45.2,D,Pública
3045,69.3,70.5,62.5,82.5,94,70,100,71,75,70,68.9,D,Pública
3046,49.3,57.5,62.5,50,70,50,75,30,50,25,46.5,C,Pública
3047,44.2,48.7,37.5,65.5,76,60,80,55,75,50,42.7,B,Pública
3048,37.9,43.7,37.5,53,53,65,50,53,65,50,35.9,C,Pública
3049,65.3,51,50,52.5,54,70,50,51,75,45,70,C,Pública
3050,75,67,75,55,35,75,25,75,75,75,77.6,C,Pública
3051,23.6,27,25,30,12,60,0,48,60,45,22.5,B,Pública
3052,52.6,61.4,50,78.5,90,50,100,67,55,70,49.6,D,Pública
3054,57.2,54.5,37.5,80,72,80,70,88,40,100,58.1,D,Pública
3055,64,71.4,75,66,61,65,60,71,55,75,61.5,.,Pública
3057,51.6,63.6,50,84,95,75,100,73,65,75,47.6,C,Pública
3058,37.3,61.2,50,78,87,75,90,69,65,70,29.3,C,Pública
3059,65.5,89.6,100,74,77,85,75,71,75,70,57.4,D,Pública
3060,29.9,22.5,37.5,0,0,0,0,0,0,0,32.3,D,Pública
3061,67.6,74,75,72.5,71,55,75,74,90,70,65.4,D,Pública
3062,47.1,52.8,50,57,84,60,90,30,50,25,45.2,A,Pública
3063,54.2,30,50,0,0,90,0,0,0,0,62.2,C,Pública
3064,33,50.6,50,51.5,52,60,50,51,75,45,27.1,D,Pública
3065,65.2,61.6,50,79,65,65,65,93,65,100,66.4,B,Pública
3066,27.7,68.3,62.5,77,59,75,55,95,75,100,14.2,B,Pública
3067,15.3,15,25,0,0,0,0,0,0,0,15.4,E,Pública
3068,41.4,40,25,62.5,50,50,50,75,75,75,41.9,C,Pública
3069,31.6,46,25,77.5,79,75,80,76,80,75,26.8,B,Pública
3070,55.4,50.1,62.5,31.5,63,75,60,0,0,0,57.2,C,Pública
3071,30.3,39.2,25,60.5,51,55,50,70,50,75,27.3,D,Pública
3072,49.5,62.4,50,81,95,75,100,67,55,70,45.2,B,Pública
3073,45.6,52.1,37.5,74,79,75,80,69,65,70,43.4,D,Pública
3074,39.5,65.5,62.5,70,45,65,40,95,75,100,30.8,B,Pública
3075,41.9,29.2,25,35.5,0,0,0,71,75,70,46.1,D,Pública
3076,49.2,71.5,62.5,85,95,75,100,75,75,75,41.7,D,Pública
3078,34.9,60.8,50,77,79,75,80,75,75,75,26.2,C,Pública
3079,47.9,58.4,50,71,67,75,65,75,75,75,44.4,D,Pública
3080,56.4,66.3,62.5,72,95,75,100,49,45,50,53.1,E,Pública
3081,40,61.3,62.5,59.5,47,75,40,72,60,75,32.9,B,Pública
3083,45.3,41.1,12.5,84,73,65,75,95,75,100,46.7,B,Pública
3084,54.7,43.1,37.5,51.5,52,60,50,51,75,45,58.5,C,Pública
3085,51.2,62.2,50,80.5,91,55,100,70,50,75,47.5,C,Pública
3086,42.2,55.8,75,27,36,80,25,18,90,0,37.7,C,Pública
3087,57.9,66.3,62.5,72,71,55,75,73,65,75,55.1,C,Pública
3088,51.4,49.2,25,85.5,77,85,75,94,70,100,52.1,C,Pública
3089,62.5,72.4,75,68.5,65,65,65,72,60,75,59.2,C,Pública
3090,48.6,55.4,50,63.5,51,55,50,76,80,75,46.3,C,Pública
3091,62.8,59.4,50,73.5,95,75,100,52,60,50,63.9,D,Pública
3092,42.6,61.9,62.5,61,76,60,80,46,30,50,36.1,D,Pública
3093,59.2,39.8,25,62,73,65,75,51,55,50,65.7,C,Pública
3094,58.7,76.2,75,78,79,75,80,77,85,75,52.8,D,Pública
3095,66.2,67.5,62.5,75,79,75,80,71,75,70,65.7,C,Pública
3096,80.8,86.9,87.5,86,77,65,80,95,75,100,78.8,C,Pública
3097,47,38.7,37.5,40.5,12,60,0,69,65,70,49.8,C,Pública
3098,40.7,60.4,50,76,77,65,80,75,75,75,34.1,E,Pública
3099,54.4,52.3,37.5,74.5,55,75,50,94,70,100,55.1,D,Pública
3100,48.9,68.3,62.5,77,84,60,90,70,70,70,42.4,D,Pública
3101,52.5,61.9,62.5,61,47,75,40,75,75,75,49.3,B,Pública
3102,34.5,63.4,50,83.5,74,70,75,93,65,100,24.8,.,Pública
3103,41.5,47.6,50,44,43,55,40,45,45,45,39.5,C,Pública
3104,45.5,66.6,75,54,58,30,65,50,50,50,38.4,D,Pública
3105,64.8,55.3,37.5,82,71,75,70,93,65,100,68,D,Pública
3106,29.9,53.9,37.5,78.5,64,60,65,93,65,100,21.9,C,Pública
3107,38.7,43.1,37.5,51.5,72,60,75,31,55,25,37.2,D,Pública
3108,59,55.5,37.5,82.5,95,75,100,70,50,75,60.2,E,Pública
3109,50.4,59.6,50,74,80,80,80,68,40,75,47.3,D,Pública
3111,43.7,39.9,42.9,35.5,0,0,0,71,55,75,45,D,Pública
3112,55.2,51.7,42.9,65,59,75,55,71,75,70,56.4,E,Pública
3113,70.7,85.6,85.7,85.5,76,60,80,95,75,100,65.7,D,Pública
3114,49.2,55.3,42.9,74,56,80,50,92,60,100,47.2,E,Pública
3115,53.5,74.4,71.4,79,86,70,90,72,60,75,46.5,D,Pública
3116,47.4,63.6,71.4,52,54,70,50,50,70,45,42,D,Pública
3117,37.4,66.9,57.1,81.5,88,80,90,75,75,75,27.5,D,Pública
3118,63.3,64.9,57.1,76.5,78,70,80,75,75,75,62.7,D,Pública
3119,36.8,41.4,28.6,60.5,76,60,80,45,45,45,35.3,C,Pública
3120,50.2,62.5,57.1,70.5,70,70,70,71,55,75,46.1,C,Pública
3121,38.5,47.1,42.9,53.5,57,65,55,50,70,45,35.6,D,Pública
3122,56.7,75,100,37.5,0,65,0,75,75,75,50.6,E,Pública
3123,41.6,48.6,28.6,78.5,62,70,60,95,75,100,39.2,D,Pública
3124,45.3,53.1,42.9,68.5,64,60,65,73,65,75,42.7,E,Pública
3125,60.1,46.7,57.1,31,34,70,25,28,40,25,64.6,.,Pública
3126,41.6,49.2,28.6,80,67,35,75,93,65,100,39,C,Pública
3127,61.9,74.2,71.4,78.5,87,75,90,70,70,70,57.8,D,Pública
3128,60.7,65.8,71.4,57.5,67,75,65,48,40,50,59,D,Pública
3129,60.7,52.3,42.9,66.5,83,55,90,50,70,45,63.5,D,Pública
3130,62.4,56.5,42.9,77,79,75,80,75,75,75,64.4,D,Pública
3131,41.2,57.3,42.9,79,87,75,90,71,55,75,35.8,D,Pública
3132,74.3,84.8,85.7,83.5,73,85,70,94,70,100,70.8,D,Pública
3133,63.8,43.3,42.9,44,54,50,55,34,90,20,70.6,D,Pública
3134,54.7,47,28.6,74.5,76,60,80,73,65,75,57.3,E,Pública
3135,64.6,71.4,85.7,50,64,80,60,36,80,25,62.3,C,Pública
3136,78.1,72.2,71.4,73.5,69,85,65,78,90,75,80,E,Pública
3137,63.5,68.1,57.1,84.5,74,70,75,95,75,100,62,C,Pública
3138,61,54.3,42.9,71.5,70,70,70,73,65,75,63.2,C,Pública
3139,21,42.4,28.6,63,58,90,50,68,60,70,13.9,B,Pública
3140,37.3,74.9,87.5,56,39,75,30,73,65,75,24.7,D,Pública
3141,33.9,62.7,62.5,63,57,65,55,69,65,70,24.3,C,Pública
3142,40.8,63.5,62.5,65,57,65,55,73,65,75,33.2,C,Pública
3143,39.5,53.8,50,59.5,87,75,90,32,80,20,34.7,B,Pública
3144,55.1,67.9,62.5,76,79,75,80,73,85,70,50.8,D,Pública
3145,33.1,54.8,50,62,76,60,80,48,60,45,25.8,D,Pública
3146,58.8,67.1,62.5,74,73,85,70,75,75,75,56,D,Pública
3147,37.3,60.8,50,77,59,75,55,95,75,100,29.5,D,Pública
3148,33,28.4,25,33.5,44,40,45,23,35,20,34.5,D,Pública
3149,52.8,71.2,75,65.5,85,65,90,46,30,50,46.7,D,Pública
3150,32.8,26.3,12.5,47,45,65,40,49,65,45,35,C,Pública
3151,56.5,51.8,50,54.5,63,75,60,46,30,50,58,C,Pública
3152,46,47.9,37.5,63.5,78,70,80,49,65,45,45.3,C,Pública
3153,37.5,37.5,62.5,0,0,0,0,0,0,0,37.5,D,Pública
3154,45,58.3,62.5,52,34,50,30,70,50,75,40.5,.,Pública
3155,50.4,59,50,72.5,94,70,100,51,55,50,47.5,D,Pública
3156,44,40.1,37.5,44,42,50,40,46,50,45,45.3,D,Pública
3157,40.1,58.4,50,71,75,75,75,67,55,70,34,D,Pública
3158,50,63.5,87.5,27.5,0,0,0,55,75,50,45.5,.,Pública
3159,47.1,54.4,50,61,73,65,75,49,65,45,44.7,C,Pública
3160,49.6,60.8,50,77,80,80,80,74,70,75,45.8,D,Pública
3161,46,53.4,50,58.5,67,75,65,50,50,50,43.5,B,Pública
3162,24.2,30,50,0,0,0,0,0,0,0,22.2,B,Pública
3164,60.9,71.8,75,67,38,70,30,96,80,100,57.3,D,Pública
3165,28.7,48.1,37.5,64,75,55,80,53,65,50,22.2,D,Pública
3166,50.6,52.2,50,55.5,60,60,60,51,75,45,50,D,Pública
3167,35,44.6,25,74,75,55,80,73,65,75,31.8,D,Pública
3168,42.6,57.4,50,68.5,67,75,65,70,50,75,37.7,E,Pública
3169,62.3,71.4,75,66,87,35,100,45,25,50,59.2,E,Pública
3170,50.2,52.6,50,56.5,58,70,55,55,75,50,49.4,D,Pública
3171,28.8,51,50,52.5,57,65,55,48,60,45,21.4,D,Pública
3172,28.4,75.6,75,76.5,79,75,80,74,90,70,12.6,B,Pública
3173,27.1,53.3,62.5,39.5,79,75,80,0,0,0,18.4,B,Pública
3174,57.5,52.5,87.5,0,0,0,0,0,0,0,59.2,C,Pública
3176,62.7,67.3,62.5,74.5,54,50,55,95,75,100,61.2,E,Privada
3177,54.7,39.2,50,23,38,70,30,8,40,0,59.8,B,Privada
3178,49.1,37.5,62.5,0,0,65,0,0,75,0,53,D,Privada
3179,64.5,74.4,75,73.5,77,85,75,70,70,70,61.2,D,Privada
3180,48.9,61.8,50,79.5,64,60,65,95,75,100,44.6,C,Privada
3181,54.8,63.2,75,45.5,56,80,50,35,75,25,52,D,Privada
3182,59.7,68.5,62.5,77.5,77,65,80,78,90,75,56.8,D,Privada
3183,54.3,58.8,50,72,75,75,75,69,65,70,52.8,D,Privada
3184,61.9,51.9,62.5,36,59,75,55,13,65,0,65.2,D,Privada
3185,20.4,15,25,0,0,50,0,0,0,0,22.2,.,Privada
3186,35.9,54.6,50,61.5,71,55,75,52,80,45,29.6,D,Privada
3187,61.2,63.8,75,47,63,55,65,31,75,20,60.3,C,Privada
3188,91.8,86.4,100,66,61,85,55,71,75,70,93.6,D,Privada
3189,41.1,45.3,37.5,57,62,70,60,52,80,45,39.7,D,Privada
3190,31.3,33.4,25,46,64,60,65,28,40,25,30.6,D,Privada
3192,56.3,79.3,87.5,67,61,85,55,73,65,75,48.6,C,Privada
3194,65.5,79.4,75,86,96,80,100,76,80,75,60.9,D,Privada
3195,57.9,77.4,75,81,87,75,90,75,75,75,51.4,D,Privada
3196,41,40.5,12.5,82.5,72,60,75,93,65,100,41.2,E,Privada
3198,31.6,37.5,62.5,0,0,0,0,0,0,0,29.6,E,Privada
3199,33.8,46.5,37.5,60,50,50,50,70,50,75,29.6,C,Privada
3200,49.3,35.6,25,51.5,55,75,50,48,60,45,53.9,C,Privada
3201,58.6,59.6,50,74,77,65,80,71,75,70,58.3,E,Privada
3202,82.5,84.9,87.5,81,68,80,65,94,70,100,81.7,B,Privada
3203,31.4,22.5,37.5,0,0,0,0,0,0,0,34.3,D,Privada
3204,54.3,61.9,62.5,61,88,80,90,34,70,25,51.8,C,Privada
3205,20.3,52.4,50,56,59,55,60,53,65,50,9.6,C,Privada
3206,50.3,57,50,67.5,66,90,60,69,65,70,48,D,Privada
3207,27.2,55.5,37.5,82.5,77,65,80,88,40,100,17.7,D,Privada
3208,48.4,35.3,37.5,32,59,75,55,5,25,0,52.8,E,Privada
3209,57.2,84,100,60,66,50,70,54,70,50,48.2,D,Privada
3210,23.5,30,50,0,0,0,0,0,0,0,21.3,D,Privada
3211,43.9,69.3,62.5,79.5,87,75,90,72,60,75,35.4,E,Privada
3213,38.4,44.1,37.5,54,62,70,60,46,50,45,36.5,D,Privada
3214,30.8,24,25,22.5,45,65,40,0,0,0,33.1,C,Privada
